,age10,age20,age30,age40,female,male,title
0,0.2239884393063584,0.3439306358381503,0.19990366088631983,0.2321772639691715,0.28998073217726394,0.710019267822736,1
1,0.21825962910128388,0.33808844507845937,0.20970042796005706,0.23395149786019973,0.26676176890156916,0.7332382310984308,2
2,0.24686192468619247,0.26569037656903766,0.2112970711297071,0.27615062761506276,0.25313807531380755,0.7468619246861925,3
3,0.2235294117647059,0.2823529411764706,0.18823529411764706,0.3058823529411765,0.3058823529411765,0.6941176470588235,4
4,0.25675675675675674,0.30743243243243246,0.1858108108108108,0.25,0.22972972972972974,0.7702702702702703,5
5,0.24361702127659574,0.33085106382978724,0.2,0.225531914893617,0.2680851063829787,0.7319148936170212,6
6,0.2423580786026201,0.3078602620087336,0.20305676855895197,0.24672489082969432,0.2816593886462882,0.7183406113537117,7
7,0.19117647058823528,0.35294117647058826,0.17647058823529413,0.27941176470588236,0.35294117647058826,0.6470588235294118,8
8,0.28431372549019607,0.27450980392156865,0.16666666666666666,0.27450980392156865,0.28431372549019607,0.7156862745098039,9
9,0.24211711711711711,0.36261261261261263,0.17454954954954954,0.22072072072072071,0.26013513513513514,0.7398648648648649,10
10,0.2149080348499516,0.32623426911907066,0.18393030009680542,0.2749273959341723,0.29235237173281703,0.707647628267183,11
11,0.26875,0.26875,0.20625,0.25625,0.2875,0.7125,12
12,0.16161616161616163,0.32323232323232326,0.25252525252525254,0.26262626262626265,0.2222222222222222,0.7777777777777778,13
13,0.19607843137254902,0.29411764705882354,0.22875816993464052,0.28104575163398693,0.3202614379084967,0.6797385620915033,14
14,0.2671232876712329,0.3150684931506849,0.18493150684931506,0.2328767123287671,0.273972602739726,0.726027397260274,15
15,0.2316715542521994,0.3357771260997067,0.19501466275659823,0.2375366568914956,0.30498533724340177,0.6950146627565983,16
16,0.19424460431654678,0.34532374100719426,0.20503597122302158,0.25539568345323743,0.27817745803357313,0.7218225419664268,17
17,0.1910828025477707,0.36942675159235666,0.1910828025477707,0.2484076433121019,0.2356687898089172,0.7643312101910829,18
18,0.2442159383033419,0.29562982005141386,0.2159383033419023,0.2442159383033419,0.2699228791773779,0.7300771208226221,19
19,0.2375,0.275,0.225,0.2625,0.3,0.7,20
20,0.22787610619469026,0.34292035398230086,0.20206489675516223,0.22713864306784662,0.29056047197640117,0.7094395280235988,21
21,0.21957671957671956,0.32275132275132273,0.19576719576719576,0.2619047619047619,0.2804232804232804,0.7195767195767195,22
22,0.2222222222222222,0.35714285714285715,0.15873015873015872,0.2619047619047619,0.2777777777777778,0.7222222222222222,23
23,0.22435897435897437,0.34935897435897434,0.19230769230769232,0.23397435897435898,0.28685897435897434,0.7131410256410257,24
24,0.2236976506639428,0.3432073544433095,0.19713993871297242,0.23595505617977527,0.27579162410623087,0.7242083758937692,25
25,0.23,0.28,0.2,0.29,0.3,0.7,26
26,0.14754098360655737,0.3770491803278688,0.21311475409836064,0.26229508196721313,0.3442622950819672,0.6557377049180327,27
27,0.1787709497206704,0.33519553072625696,0.2346368715083799,0.25139664804469275,0.2905027932960894,0.7094972067039106,28
28,0.21890547263681592,0.35572139303482586,0.21641791044776118,0.208955223880597,0.32338308457711445,0.6766169154228856,29
29,0.2465753424657534,0.410958904109589,0.1643835616438356,0.1780821917808219,0.410958904109589,0.589041095890411,30
30,0.22695035460992907,0.3475177304964539,0.20567375886524822,0.2198581560283688,0.28368794326241137,0.7163120567375887,31
31,0.22980132450331126,0.356953642384106,0.1900662251655629,0.22317880794701986,0.29668874172185433,0.7033112582781457,32
32,0.75,0.25,0.0,0.0,0.0,1.0,33
33,0.21257142857142858,0.3417142857142857,0.212,0.2337142857142857,0.29542857142857143,0.7045714285714286,34
34,0.2571428571428571,0.2571428571428571,0.24285714285714285,0.24285714285714285,0.2857142857142857,0.7142857142857143,35
35,0.22114347357065803,0.32793959007551243,0.21251348435814454,0.238403451995685,0.3042071197411003,0.6957928802588996,36
36,0.125,0.375,0.25,0.25,0.5,0.5,37
37,0.10714285714285714,0.32142857142857145,0.32142857142857145,0.25,0.17857142857142858,0.8214285714285714,38
38,0.216017634092579,0.34459955914768553,0.1888317413666422,0.2505510653930933,0.2747979426891991,0.7252020573108009,39
39,0.1,0.3,0.3333333333333333,0.26666666666666666,0.23333333333333334,0.7666666666666667,40
40,0.25206611570247933,0.3140495867768595,0.17768595041322313,0.256198347107438,0.30991735537190085,0.6900826446280992,41
41,0.248868778280543,0.2850678733031674,0.19909502262443438,0.2669683257918552,0.2895927601809955,0.7104072398190046,42
42,0.20481927710843373,0.3433734939759036,0.21686746987951808,0.23493975903614459,0.3132530120481928,0.6867469879518072,43
